nombre,pais,provincia,departamento,canthab
Güer Aike,Argentina,78,Güer Aike,
Guernica,Argentina,6,Presidente Perón,59738
Guerra,Argentina,86,Salavina,
Guerrero,Argentina,6,Castelli,
Guerrero,Argentina,38,Dr. Manuel Belgrano,421
Guerrico,Argentina,6,Pergamino,794
Gueupo Ranquineo,Argentina,62,El Cuy,
Guido,Argentina,50,Las Heras,
Guido Spano,Argentina,6,Rojas,
Guillermo Enrique Hudson,Argentina,6,Berazategui,43885
Guiñazu,Argentina,14,Colón,888
Gutemberg,Argentina,14,Río Seco,444
Guzmán,Argentina,90,Cruz Alta,
Haedo,Argentina,6,Morón,38068
Hale,Argentina,6,Bolivar,206
Ham,Argentina,6,General Arenales,
Hambis,Argentina,30,Colón,87
Hansen,Argentina,82,Caseros,
Haras Don Santiago,Argentina,6,25 De Mayo,
Haras El Changuito,Argentina,30,Islas Del Ibicuy,
Haras El Pajaro Blanco,Argentina,82,San Jerónimo,
Haras General Paz,Argentina,14,Unión,
Haras Guaraní,Argentina,14,General Roca,
Haras La Negrita,Argentina,6,Bragado,
Haras Las Hortigas,Argentina,6,General Belgrano,
Hardy,Argentina,82,General Obligado,
Hasenkamp,Argentina,30,Paraná,4214
Hasse,Argentina,86,Moreno,52
Haumonia,Argentina,22,Tapenagá,77
Haya Pozo,Argentina,86,Alberdi,
Helvecia,Argentina,82,Garay,5933
Helvecia,Argentina,54,San Ignacio,278
Henderson,Argentina,6,Hipólito Yrigoyen,7856
Henry Bell,Argentina,6,Chivilcoy,
Herlitzka,Argentina,18,San Luis Del Palmar,
Hermoso Campo,Argentina,22,2 de Abril,4402
Hernán Mejía Miraval,Argentina,86,Moreno,114
Hernandarias,Argentina,30,Paraná,4604
Hernández,Argentina,30,Nogoyá,1570
Hernando,Argentina,14,Tercero Arriba,10486
Herradura,Argentina,34,Laishi,2333
Herrera,Argentina,86,Avellaneda,1574
Herrera,Argentina,30,Uruguay,895
Herrera Vegas,Argentina,6,Hipolito Yrigoyen,120
Hersilia,Argentina,82,San Cristóbal,2771
Hickmann,Argentina,66,General Jose De San Martin,675
Higuera,Argentina,66,Iruya,
Higueras,Argentina,66,Rosario De Lerma,
Higueras,Argentina,14,Tulumba,
Higueritas,Argentina,38,Tumbaya,
Hilario,Argentina,70,Calingasta,
Hilario Ascasubi,Argentina,6,Villarino,2533
Hinojo,Argentina,6,Olavarría,2691
Hipatía,Argentina,82,Las Colonias,274
Hipolito Bouchard,Argentina,14,General Roca,1756
Hipólito Yrigoyen,Argentina,38,Humahuaca,514
Hipólito Yrigoyen,Argentina,66,Orán,8755
Hipólito Yrigoyen,Argentina,78,Río Chico,171
Hipólito Yrigoyen,Argentina,54,San Ignacio,766
Hocker,Argentina,30,Colón,91
Hogar Ricardo Gutierrez,Argentina,6,Marcos Paz,
Holandesa,Argentina,14,Colón,
Holdich,Argentina,26,Escalante,
Holmberg,Argentina,14,Río Cuarto,
Horco Molle,Argentina,90,Yerba Buena,
Hormiguero,Argentina,18,Santo Tomé,
Hornadillas,Argentina,66,La Poma,
Hornaditas,Argentina,38,Humahuaca,
Hornillos,Argentina,14,Ischilín,
Hornillos,Argentina,38,Santa Catalina,
Hornillos,Argentina,66,Santa Victoria,
Hornillos,Argentina,38,Tilcara,
Hornillos,Argentina,90,Trancas,
Hornillos De Pongo,Argentina,38,El Carmen,
Hornito Del Gringo,Argentina,50,Las Heras,
Horqueta,Argentina,14,Calamuchita,
Horqueta Carabelas,Argentina,6,Campana,
Horquilla,Argentina,22,Tapenagá,151
Hortensia,Argentina,6,Carlos Casares,211
Hoyada,Argentina,66,La Poma,
Hoyada,Argentina,10,Santa María,
Hoyo Cerco,Argentina,86,Alberdi,
Hoyocerco,Argentina,86,Alberdi,
Hoyón,Argentina,86,Atamisqui,
Huaca-co,Argentina,50,San Rafael,
Huacalera,Argentina,38,Tilcara,767
Huachana,Argentina,86,Alberdi,
Huachichocana,Argentina,38,Tumbaya,
Huaco,Argentina,10,Andalgalá,
Huaco,Argentina,10,Belén,
Huaco,Argentina,70,Jáchal,975
Huaconioj,Argentina,86,San Martín,
Huacra,Argentina,90,La Cocha,
Huaico Hondo,Argentina,86,Capital,
Huaiquimil,Argentina,58,Collón Cura,
Huaira Huasi,Argentina,38,Susques,
Hualcupen,Argentina,58,Loncopué,
Hualfín,Argentina,10,Belén,993
Hualfín,Argentina,66,San Carlos,
Hualinchay,Argentina,90,Trancas,
Hualtaran,Argentina,74,Belgrano,
Huáncar,Argentina,38,Susques,201
Huanchilla,Argentina,14,Juárez Celman,1020
Huanguelén,Argentina,6,Coronel Suárez,4896
Huañizuil,Argentina,70,Iglesia,
Huanqueros,Argentina,82,San Cristóbal,666
Huantraico,Argentina,58,Pehuenches,
Huasa Mayo,Argentina,90,Tafí del Valle,
Huasa Pampa,Argentina,90,Monteros,
Huasa Pampa Norte,Argentina,90,La Cocha,
Huasa Pampa Sur,Argentina,90,La Cocha,
Huasamayo,Argentina,66,Molinos,
Huasamayo,Argentina,90,Trancas,
Huasi,Argentina,86,Juan Felipe Ibarra,
Huasi Bamba,Argentina,86,Moreno,
Huaycama,Argentina,10,Valle Viejo,174
Huaycuru,Argentina,86,Banda,
Hucal,Argentina,42,Hucal,20
Huchu Payana (el Nueve),Argentina,86,Moreno,
Hucuhuasi,Argentina,66,Cachi,
Huerta De Guachi,Argentina,70,Jáchal,
Huerta Grande,Argentina,14,Punilla,5630
Huerta Vieja,Argentina,14,Calamuchita,
Hueso Clavado,Argentina,6,Tres Arroyos,
Hughes,Argentina,82,General López,4142
Huichaira,Argentina,38,Tilcara,
Huilla Catina,Argentina,86,Figueroa,
Huillapima,Argentina,10,Capayán,2139
Huiñaj Pozo,Argentina,86,Copo,
Huinca Renanco,Argentina,14,General Roca,8637
Huinganco,Argentina,58,Minas,607
Huitrín,Argentina,58,Pehuenches,
Humahuaca,Argentina,38,Humahuaca,7985
Humaita,Argentina,66,Cerrillos,
Humaita,Argentina,86,Jiménez,
Humanao,Argentina,66,Molinos,
Humberto Primo,Argentina,82,Castellanos,4518
Humboldt,Argentina,82,Las Colonias,3269
Hume,Argentina,82,Rosario,
Huñagasta,Argentina,86,Avellaneda,
Huñajaito,Argentina,86,Alberdi,
Huñajcito,Argentina,86,Alberdi,
Huncál,Argentina,58,Loncopué,
Hunter,Argentina,6,Rojas,
Hurlingham,Argentina,6,Hurlingham,60165
Huyamampa,Argentina,86,Banda,54
Ibahay,Argentina,18,General Paz,
Ibáñez,Argentina,6,General Belgrano,
Ibarlucea,Argentina,82,Rosario,1303
Ibarreta,Argentina,34,Patiño,8687
Ibatín,Argentina,90,Monteros,
Ibicuy,Argentina,30,Islas Del Ibicuy,3823
Icaño,Argentina,86,Avellaneda,1568
Icaño,Argentina,10,La Paz,1857
Ichaca,Argentina,38,Rinconada,
Ichagón,Argentina,10,Santa Rosa,
Ichipuca,Argentina,90,Graneros,
Idiazabal,Argentina,14,Unión,1567
Igarzabal,Argentina,6,Patagones,
Iglesia,Argentina,70,Iglesia,483
Iglesia Vieja,Argentina,14,Cruz Del Eje,
Iguana,Argentina,90,Graneros,
Illajes,Argentina,86,Guasayán,
Illísca,Argentina,46,General Juan F. Quiroga,
Iloga,Argentina,10,El Alto,
Iltico,Argentina,90,Chicligasta,765
Impira,Argentina,14,Río Segundo,158
Incahuasi,Argentina,10,Antofagasta De La Sierra,
Indacochea,Argentina,6,Chivilcoy,
Indigena Tramalco,Argentina,26,Río Senguer,
Indigena Tramaleu,Argentina,26,Río Senguer,
Indio Cua Country Club,Argentina,6,Exaltacion de la Cruz,
Indio Muerto,Argentina,70,Jáchal,
Indio Rico,Argentina,6,Coronel Pringles,1165
Inés Indart,Argentina,6,Salto,1002
Infanzón,Argentina,10,El Alto,55
Infiernillo,Argentina,66,Rosario De La Frontera,
Ingeniero Adolfo Sourdeaux,Argentina,6,Malvinas Argentinas,25951
Ingeniero Barbet,Argentina,22,Sargento Cabral,246
Ingeniero Chanourdie,Argentina,82,General Obligado,268
Ingeniero Ezcurra,Argentina,86,Capital,
Ingeniero Forres,Argentina,86,Robles,4462
Ingeniero Foster,Argentina,42,Rancul,51
Ingeniero Giagnoni,Argentina,50,Junín,587
Ingeniero Guillermo Nicasio Juárez,Argentina,34,Matacos,10357
Ingeniero Gustavo Andre,Argentina,50,Lavalle,324
Ingeniero Jacobacci,Argentina,62,25 De Mayo,5719
Ingeniero Juan Allan,Argentina,6,Florencio Varela,26602
Ingeniero Luiggi,Argentina,42,Realicó,4289
Ingeniero Luis Augusto Huergo,Argentina,62,General Roca,5145
Ingeniero Maschwitz,Argentina,6,Escobar,
Ingeniero Miguel Sajaroff,Argentina,30,Villaguay,380
Ingeniero Moneta,Argentina,6,San Pedro,
Ingeniero Otto Krause,Argentina,62,General Roca,156
Ingeniero Pablo Nogués,Argentina,6,Malvinas Argentinas,38470
Ingeniero Pallavicini,Argentina,78,Lago Buenos Aires,
Ingeniero Rómulo Otamendi,Argentina,6,Campana,
Ingeniero Silveyra,Argentina,6,Chacabuco,
Ingeniero Thompson,Argentina,6,Tres Lomas,159
Ingeniero Urcelay,Argentina,6,San Nicolás,
Ingeniero White,Argentina,6,Bahía Blanca,10486
Ingenio Fronterita o La Fronterita,Argentina,90,Famaillá,53
Ingenio La Florida,Argentina,90,Cruz Alta,2571
Ingenio La Providencia,Argentina,90,Monteros,
Ingenio Leales,Argentina,90,Leales,
Ingenio Lules,Argentina,90,Lules,
Ingenio Nueva Baviera,Argentina,90,Famaillá,5841
Ingenio Primer Correntino,Argentina,18,San Cosme,229
Ingenio San Martín Del Tabacal o El Tabacal,Argentina,66,Orán,1157
Ingenio San Pablo,Argentina,90,Lules,8139
Ingio Santa Bárbara,Argentina,90,Río Chico,1376
Inocencio Sosa,Argentina,6,Pehuajó,
Inriville,Argentina,14,Marcos Juárez,3778
Intendencia,Argentina,50,Tunuyán,
Intendente Alvear,Argentina,42,Chapaleufú,6624
Inti Cancha,Argentina,38,Yavi,
Inti Huasi,Argentina,14,Tulumba,
Intiyaco,Argentina,82,Vera,1071
Invernada,Argentina,54,Candelaria,
Invernada Chica,Argentina,54,San Javier,
Invernada De Itacaruaré,Argentina,54,San Javier,
Invernada Grande,Argentina,54,San Javier,
Invernada Vieja,Argentina,58,Minas,
Invernadas,Argentina,6,General Juan Madariaga,
Ipaguazú,Argentina,66,General José De San Martín,
Ipizca,Argentina,10,Ancasti,
Ipona,Argentina,14,Río Segundo,
Ipora Guazu,Argentina,22,9 De Julio,
Irala,Argentina,6,Bragado,370
Iraola,Argentina,6,Tandil,
Irazusta,Argentina,30,Gualeguaychú,331
Irene,Argentina,6,Coronel Dorrego,36
Irigoyen,Argentina,82,San Jerónimo,949
Irineo Portela,Argentina,6,Baradero,449
Iruya,Argentina,66,Iruya,1070
Isca Yacu,Argentina,86,Jiménez,127
Ischilín,Argentina,14,Ischilín,
Ischilín Viejo,Argentina,14,Ischilín,
Isidro Casanova,Argentina,6,La Matanza,190696
Isla,Argentina,6,25 De Mayo,
Isla Aragones,Argentina,86,Río Hondo,
Isla Chica,Argentina,34,Bermejo,
Isla Chica,Argentina,38,Santa Barbara,
Isla Corral,Argentina,86,Banda,
Isla de Cañas,Argentina,66,Iruya,1150
Isla De Cuba,Argentina,34,Matacos,
Isla De Los Chorros,Argentina,14,RÍo Seco,
Isla De Los Sotelos,Argentina,86,Río Hondo,
Isla De Ponce,Argentina,34,Matacos,
Isla De San Antonio,Argentina,14,Tulumba,
Isla De Torre,Argentina,34,Matacos,
Isla Del Cerrito,Argentina,22,Bermejo,1514
Isla García,Argentina,34,Bermejo,
Isla Grande,Argentina,86,Atamisqui,
Isla Larga,Argentina,10,Fray Mamerto Esquiú,
Isla Larga,Argentina,14,Tulumba,
Isla Seca,Argentina,14,Pocho,
Isla Toldo,Argentina,34,Pirané,
Isla Verde,Argentina,14,Marcos Juárez,4245
Isla Verde,Argentina,34,Matacos,
Isla Verde,Argentina,86,Pellegrini,
Isla Verde,Argentina,14,Río Primero,
Isla Verde,Argentina,14,RÍo Seco,
Islay,Argentina,66,Rivadavia,
Islero,Argentina,18,San Miguel,
Isleta Linda,Argentina,82,9 de Julio,
Ismiango,Argentina,46,Castro Barros,
Isonza,Argentina,66,San Carlos,
Ita - Cora,Argentina,18,Mercedes,
Ita Chica,Argentina,54,Oberá,
Ita Ibate,Argentina,18,General Paz,3320
Itacaruaré,Argentina,54,San Javier,837
Itacurubi,Argentina,18,Goya,
Italo,Argentina,14,General Roca,1139
Itatí,Argentina,18,Itatí,6084
Itín,Argentina,22,2 de Abril,446
Iturraspe,Argentina,82,Belgrano,
Iturraspe,Argentina,14,San Justo,
Iturregui,Argentina,6,Olavarría,
Ituzaingó,Argentina,6,Ituzaingó,126640
Ituzaingó,Argentina,18,Ituzaingó,19073
J.Galeano,Argentina,34,Laishi,
Jacinto Arauz,Argentina,42,Hucal,2463
Jacinto L Aráuz,Argentina,82,Las Colonias,84
Jacipunco,Argentina,10,Belén,235
Jagüel Del Monte,Argentina,42,Loventué,
Jaime Peter,Argentina,14,Ischilín,
Jaire,Argentina,38,Dr. Manuel Belgrano,
James Craik,Argentina,14,Tercero Arriba,4560
Janta,Argentina,86,Robles,
Jaramillo,Argentina,78,Deseado,216
Jardín América,Argentina,54,San Ignacio,21189
Jardín Arenales,Argentina,14,Capital,4813
Jarilla,Argentina,74,Capital,60
Jarilla,Argentina,86,Jiménez,
Jarilla De Arriba,Argentina,46,Rosario Vera Peñaloza,
Jarilla Del Medio,Argentina,46,Rosario Vera Peñaloza,
Jasimana,Argentina,66,San Carlos,
Jeppener,Argentina,6,Brandsen,2142
Jerónimo Cortes,Argentina,14,San Justo,
Jerónimo Matorras,Argentina,66,Orán,
Jesús María,Argentina,14,Colon,26825
Joaquín Gorina,Argentina,6,La Plata,6857
Joaquín Victor González,Argentina,66,Anta,13376
Jocoli,Argentina,50,Las Heras,414
Jocoli Viejo,Argentina,50,Lavalle,402
Jose B. Casas,Argentina,6,Patagones,38
José Clemente Paz,Argentina,6,José C. Paz,230208
José De La Quintana,Argentina,14,Santa María,406
Jose De San Martín,Argentina,26,Tehuelches,1453
José Ferrari,Argentina,6,Brandsen,152
José Hernández,Argentina,6,La Plata,5333
José Ingenieros,Argentina,6,Tres De Febrero,7223
José Juan Almeyra,Argentina,6,Navarro,230
Jose M. Estrada,Argentina,82,Castellanos,
José María Ezeiza,Argentina,6,Ezeiza,48451
José María Micheo,Argentina,6,General Alvear,
José Marmol,Argentina,22,Independencia,
José Mármol,Argentina,6,Almirante Brown,40612
José Melchor Romero,Argentina,6,La Plata,20730
José Rafael Gómez (Garabí),Argentina,18,Santo Tomé,789
José Ramón Sojo,Argentina,6,Saladillo,
Josefina,Argentina,82,Castellanos,627
Joyango,Argentina,10,Pomán,95
Juan Agustín,Argentina,86,Pellegrini,
Juan Anchorena (Est.  Urquiza),Argentina,6,Pergamino,1028
Juan Andrés De La Peña,Argentina,6,Pergamino,233
Juan Antonio Pradere,Argentina,6,Patagones,413
Juan Bautista Alberdi,Argentina,90,Juan Bautista Alberdi,17263
Juan Bautista Alberdi (Est. Alberdi),Argentina,6,Leandro N. Alem,3430
Juan Bernabe Molina,Argentina,82,Constitución,1363
Juan Caro,Argentina,46,Capital,
Juan Couste (Est. Algarrobo),Argentina,6,Villarino,1814
Juan De Garay,Argentina,62,Pichi Mahuida,
Juan Eulogio Barra,Argentina,6,Adolfo González Chávez,252
Juan Francisco Ibarra,Argentina,6,Bolivar,39
Juan Galan,Argentina,38,Dr. Manuel Belgrano,
Juan Gregorio Bazán,Argentina,34,Patiño,128
Juan Gregorio Pujol,Argentina,6,Pergamino,
Juan Jorba,Argentina,74,General Pedernera,150
Juan Jose Castelli,Argentina,22,General Güemes,24333
Juan José Paso,Argentina,6,Pehuajó,2296
Juan Llerena,Argentina,74,General Pedernera,266
Juan María Gutiérrez,Argentina,6,Berazategui,13206
Juan Nepomuceno Fernández,Argentina,6,Necochea,2886
Juan Pujól,Argentina,18,Monte Caseros,842
Juan Wenceslao Gez,Argentina,74,Capital,
Juancho,Argentina,6,General Juan Madariaga,
Juanillo,Argentina,86,Atamisqui,
Juanita,Argentina,54,San Pedro,
Juárez Celman,Argentina,14,Colón,742
Jubileo,Argentina,30,Villaguay,653
Juella,Argentina,38,Tilcara,188
Julia Dufour,Argentina,78,Güer Aike,246
Julio Arditi,Argentina,6,Magdalena,
Jume,Argentina,86,Ojo De Agua,
Jume Esquina,Argentina,86,Figueroa,
Jume Isla,Argentina,86,Salavina,
Jume Pozo,Argentina,86,Pellegrini,
Jumi Pozo,Argentina,86,Banda,
Jumial Grande,Argentina,86,Alberdi,
Jumial Grande,Argentina,86,Figueroa,
Jumialito Chico,Argentina,86,Banda,
Juncal,Argentina,82,Constitución,955
Junín,Argentina,6,Junín,87509
Junín,Argentina,50,Junín,6084
Junín,Argentina,50,San Martín,
Junín De Los Andes,Argentina,58,Huiliches,10302
Junta Los Ríos,Argentina,74,Capital,
Juranco,Argentina,38,Valle Grande,
Justiniano Posse,Argentina,14,Unión,7406
Justo Daract,Argentina,74,General Pedernera,9680
Kara Tipa,Argentina,86,Loreto,
Kenny,Argentina,6,Carmen De Areco,324
Kilómetro 115,Argentina,82,Vera,177
Kilometro 162,Argentina,26,Sarmiento,
Kilómetro 26,Argentina,82,Vera,
Kilometro 30,Argentina,86,Figueroa,143
Kilómetro 38,Argentina,82,Vera,
Kilómetro 95,Argentina,6,General Arenales,
Km 10,Argentina,54,Montecarlo,
Km 100,Argentina,34,Laishi,
Km 1032,Argentina,50,Lavalle,
Km 11,Argentina,54,Eldorado,
Km 110,Argentina,70,Calingasta,
Km 113,Argentina,66,Anta,
Km 114,Argentina,70,Calingasta,
Km 1213,Argentina,90,Simoca,
Km 13,Argentina,82,General Obligado,
Km 133,Argentina,34,Pirané,
Km 15,Argentina,34,Patiño,
Km 20,Argentina,86,Alberdi,
Km 20,Argentina,54,Eldorado,
Km 22,Argentina,54,Montecarlo,
Km 22,Argentina,86,Moreno,
Km 232,Argentina,34,Pirané,
Km 26,Argentina,54,Leandro N. Alem,
Km 28,Argentina,22,25 De Mayo,
Km 30,Argentina,54,Leandro N. Alem,
Km 304,Argentina,82,General López,
Km 33,Argentina,54,Eldorado,
Km 340,Argentina,86,Quebrachos,
Km 37,Argentina,90,Burruyacú,
Km 38,Argentina,46,General Angel V. Peñaloza,
Km 477,Argentina,86,Juan Felipe Ibarra,
Km 522,Argentina,86,Juan Felipe Ibarra,
Km 60,Argentina,34,Laishi,
Km 62,Argentina,22,Libertador General San Martín,
Km 75,Argentina,22,Libertador General San Martín,
Km 77,Argentina,86,General Taboada,
Km 8,Argentina,86,Moreno,
Km 81,Argentina,54,San Pedro,
Km 9,Argentina,86,Avellaneda,
Km 936,Argentina,70,25 De Mayo,
Km. 3 General Moscóni,Argentina,26,Escalante,7294
Km. 5 Presidente Ortiz,Argentina,26,Escalante,3564
Km. 8 Don Bosco,Argentina,26,Escalante,6455
Koluel Kayke,Argentina,78,Deseado,146
Krabbé,Argentina,6,Coronel Pringles,
L. Kunnigan,Argentina,26,Río Senguer,
La  Atravesada,Argentina,10,Paclín,
La  Cañada,Argentina,66,Rosario De La Frontera,
La  Martona,Argentina,14,General Roca,
La  Vuelta,Argentina,86,Choya,
La Abrita,Argentina,86,Silípica,
La Adela,Argentina,6,Bolivar,
La Adela,Argentina,42,Caleu-caleu,1607
La Agraria,Argentina,6,Junín,40
La Aguada,Argentina,22,Almirante Brown,
La Aguada,Argentina,10,Andalgalá,440
La Aguada,Argentina,66,Anta,
La Aguada,Argentina,74,General Pedernera,
La Aguada,Argentina,90,Monteros,
La Aguada,Argentina,14,Río Cuarto,
La Aguada,Argentina,86,Río Hondo,
La Aguada,Argentina,38,Yavi,
La Aguada De La Toma,Argentina,10,Belén,
La Aguada Grande,Argentina,10,Belén,
La Aguada Loca,Argentina,26,Tehuelches,
La Aguadita,Argentina,14,Cruz Del Eje,
La Aguadita,Argentina,46,General Belgrano,
La Aguadita,Argentina,66,Metán,
La Aguadita,Argentina,86,Ojo De Agua,
La Aguadita,Argentina,14,Pocho,
La Aguadita,Argentina,66,San Carlos,
La Aguadita,Argentina,90,Tafí Viejo,
La Aguadita Norte,Argentina,46,General Angel V. Peñaloza,
La Aguadita Sur,Argentina,46,General Angel V. Peñaloza,
La Alazana,Argentina,34,Bermejo,
La Alegría,Argentina,6,9 De Julio,
La Alerta,Argentina,82,General Obligado,
La Alfalfa,Argentina,70,Iglesia,
La Alicia,Argentina,6,General Alvear,
La Almona,Argentina,38,Dr. Manuel Belgrano,34
La Alumbrera,Argentina,70,Calingasta,
La Amalia,Argentina,6,Coronel Suárez,
La Amarga,Argentina,58,Catán Lil,
La Amargura,Argentina,14,San Alberto,
La Amistad,Argentina,14,General Roca,
La Angelina,Argentina,50,Santa Rosa,
La Angelita,Argentina,6,Carlos Casares,
La Angelita,Argentina,6,General Arenales,265
La Angelita,Argentina,6,Puán,
La Angelita,Argentina,14,Río Seco,
La Angostura,Argentina,58,Aluminé,
La Angostura,Argentina,26,Cushamen,
La Angostura,Argentina,62,El Cuy,
La Angostura,Argentina,66,Guachipas,
La Angostura,Argentina,66,San Carlos,
La Angostura,Argentina,14,Tulumba,
La Anita,Argentina,14,Presidente Roque Sáenz PeÑa,
La Antigua,Argentina,46,Capital,
La Arabia,Argentina,14,Santa María,
La Araña,Argentina,42,Toay,
La Arboleda,Argentina,6,Bolivar,
La Arcadia,Argentina,66,San Carlos,
La Arcadia,Argentina,14,Santa María,
La Argentina,Argentina,14,Minas,
La Argunta,Argentina,66,Rosario De La Frontera,
La Armonía,Argentina,86,Copo,
La Armonía,Argentina,22,General Güemes,
La Asunción,Argentina,50,Lavalle,
La Atalaya,Argentina,74,Coronel Pringles,
La Atravesada,Argentina,90,Chicligasta,
La Aurora,Argentina,86,Banda,631
La Aurora (Est.La Niña),Argentina,6,9 De Julio,587
La Avanzada,Argentina,30,Concordia,
La Bajada,Argentina,74,Ayacucho,62
La Bajada,Argentina,86,Jiménez,
La Bajada,Argentina,38,Ledesma,
La Bajada,Argentina,10,Paclín,99
La Bajada,Argentina,86,Robles,
La Ballenera,Argentina,6,General Alvarado,
La Balsa,Argentina,30,Paraná,
La Banda,Argentina,86,Banda,95178
La Banda,Argentina,66,Rosario De La Frontera,
La Banda,Argentina,46,Vinchina,
La Banda de Abajo,Argentina,66,Calafate,
La Banda de Arriba,Argentina,66,Calafate,
La Banda De La Cienaga,Argentina,10,Belén,
La Bandera,Argentina,50,Santa Rosa,
La Bandera,Argentina,42,Trenel,
La Banderita,Argentina,34,Bermejo,
La Barranca,Argentina,14,Ischilín,
La Barranca,Argentina,14,Río Seco,
La Barrancosa,Argentina,6,Saladillo,
La Barrera,Argentina,46,General Ocampo,
La Batea,Argentina,14,Cruz Del Eje,81
La Beba,Argentina,6,Patagones,
La Beba,Argentina,6,Rojas,37
La Bebida,Argentina,70,Rivadavia,
La Bebida,Argentina,66,Rosario De La Frontera,
La Bismutina,Argentina,14,Minas,
La Blanca,Argentina,10,Belén,
La Blanca,Argentina,86,Jiménez,
La Blanca,Argentina,86,Pellegrini,
La Blanca,Argentina,66,Rosario De Lerma,
La Blanca,Argentina,82,San Justo,
La Blanca,Argentina,50,Tupungato,
La Blanqueada,Argentina,14,Presidente Roque Sáenz PeÑa,
La Blanquita,Argentina,86,Quebrachos,
La Boca,Argentina,62,Adolfo Alsina,
La Boca Del Tigre,Argentina,50,San Martín,
La Bodega,Argentina,66,La ViÑa,
La Bolsa,Argentina,22,12 De Octubre,
La Bolsa,Argentina,18,Lavalle,
La Bolsa,Argentina,90,Lules,
La Bolsa,Argentina,34,Matacos,
La Bolsa,Argentina,86,Pellegrini,
La Bolsa,Argentina,90,Tafí Del Valle,
La Bomba,Argentina,58,Catán Lil,
La Bomba,Argentina,50,Las Heras,
La Botija,Argentina,74,Ayacucho,
La Boveda,Argentina,18,Las Heras,
La Brava,Argentina,82,San Javier,370
La Brea,Argentina,74,Ayacucho,
La Brea,Argentina,14,Cruz Del Eje,
La Buena Fé,Argentina,34,Bermejo,
La Buena Moza,Argentina,6,San Pedro,
La Buitrera,Argentina,58,Picunches,412
La Cabaña,Argentina,66,San Carlos,
La Cabral,Argentina,82,San Cristóbal,126
La Calandria,Argentina,30,Federal,
La Caldera,Argentina,66,La Caldera,1565
La Calera,Argentina,74,Belgrano,615
La Calera,Argentina,10,Capital,
La Calera,Argentina,90,Chicligasta,
La Calera,Argentina,14,Colón,21946
La Calera,Argentina,30,Colón,
La Calera,Argentina,10,El Alto,
La Calera,Argentina,86,Guasayán,
La Calera,Argentina,90,Juan Bautista Alberdi,
La Calera,Argentina,46,Rosario Vera Peñaloza,
La California,Argentina,82,Belgrano,
La Camila,Argentina,86,San Martín,
La Cañada,Argentina,66,Anta,
La Cañada,Argentina,46,Capital,
La Cañada,Argentina,86,Copo,
La Cañada,Argentina,10,El Alto,
La Cañada,Argentina,86,Figueroa,1524
La Cañada,Argentina,22,General Güemes,
La Cañada,Argentina,90,Graneros,
La Cañada,Argentina,86,Mitre,
La Cañada,Argentina,86,Moreno,
La Cañada,Argentina,86,Pellegrini,
La Cañada,Argentina,14,Pocho,
La Cañada,Argentina,90,Río Chico,
La Cañada,Argentina,86,Río Hondo,
La Cañada,Argentina,14,Río Primero,
La Cañada,Argentina,14,RÍo Seco,
La Cañada,Argentina,14,Totoral,
La Cañada,Argentina,90,Trancas,
La Cañada,Argentina,14,Tulumba,
La Cancha,Argentina,14,Pocho,
La Canchita,Argentina,46,Arauco,
La Candelaria,Argentina,10,Ancasti,88
La Candelaria,Argentina,66,Cerrillos,
La Candelaria,Argentina,86,Copo,
La Candelaria,Argentina,14,General Roca,
La Candelaria,Argentina,66,La Candelaria,
La Cañeda,Argentina,70,Iglesia,
La Capilla,Argentina,86,Banda,
La Capilla,Argentina,66,Cerrillos,
La Capilla,Argentina,6,Florencio Varela,5499
La Capilla,Argentina,30,Gualeguaychú,
La Capilla,Argentina,30,Villaguay,
La Carbonada,Argentina,14,Santa María,69
La Carlota,Argentina,14,Juárez  Celman,11490
La Carlota,Argentina,38,San Pedro,
La Carneada,Argentina,66,Rivadavia,
La Carolina,Argentina,6,Lincoln,
La Carolina,Argentina,14,Río Cuarto,165
La Carrera,Argentina,10,Fray Mamerto Esquiú,1139
La Carrera,Argentina,66,Rosario De La Frontera,
La Carrera,Argentina,50,Tupungato,
La Carreta,Argentina,6,Trenque Lauquen,52
La Carrodilla,Argentina,50,Luján De Cuyo,
La Casa Del Tigre,Argentina,50,Las Heras,
La Cascada,Argentina,14,Calamuchita,
La Cautiva,Argentina,82,9 De Julio,
La Cautiva,Argentina,14,General Roca,
La Cautiva,Argentina,14,Río Cuarto,685
La Cautiva,Argentina,14,San Alberto,
La Cautiva,Argentina,38,San Pedro,
La Cautiva  Vieja,Argentina,42,Limay Mahuida,
La Celia,Argentina,82,General Obligado,
La Celia,Argentina,14,RÍo Cuarto,
La Central,Argentina,50,Rivadavia,823
La Cesira,Argentina,14,Presidente Roque Sáenz PeÑa,1140
La Chacra,Argentina,6,25 De Mayo,
La Chacra,Argentina,58,Catán Lil,
La Chacra,Argentina,50,La Paz,
La Chacrita,Argentina,50,Lujan De Cuyo,
La Chañarienta,Argentina,74,Ayacucho,
La Chejchila,Argentina,86,Banda,
La Chilca,Argentina,46,General San Martín,
La Chilca,Argentina,86,Guasayán,
La Chilca,Argentina,10,Tinogasta,
La Chillona,Argentina,34,Patiño,
La Chimbera,Argentina,70,25 De Mayo,2545
La China,Argentina,22,Almirante Brown,
La China,Argentina,66,Rivadavia,
La Chiquita,Argentina,86,Moreno,
La Chispa,Argentina,82,General López,368
